labcode,medium_difficulty_count_2021,total_medium_difficulty_projects_2021,medium_difficulty_rank_2021,medium_difficulty_rate_2021,is_special,x,color,size
225,1,9,79,11.11111111111111,False,89,skyblue,40
61,1,9,79,11.11111111111111,False,90,skyblue,40
220,1,9,79,11.11111111111111,False,91,skyblue,40
55,1,9,79,11.11111111111111,False,92,skyblue,40
287,1,9,79,11.11111111111111,False,93,skyblue,40
125,1,9,79,11.11111111111111,False,94,skyblue,40
76,1,9,79,11.11111111111111,False,95,skyblue,40
81,1,9,79,11.11111111111111,False,96,skyblue,40
84,1,9,79,11.11111111111111,False,97,skyblue,40
86,1,9,79,11.11111111111111,False,98,skyblue,40
91,1,9,79,11.11111111111111,False,99,skyblue,40
92,1,9,79,11.11111111111111,False,100,skyblue,40
99,1,9,79,11.11111111111111,False,101,skyblue,40
172,1,9,79,11.11111111111111,False,102,skyblue,40
161,1,9,79,11.11111111111111,False,103,skyblue,40
156,1,9,79,11.11111111111111,False,104,skyblue,40
151,1,9,79,11.11111111111111,False,105,skyblue,40
148,1,9,79,11.11111111111111,False,106,skyblue,40
137,1,9,79,11.11111111111111,False,107,skyblue,40
132,1,9,79,11.11111111111111,False,108,skyblue,40
180,1,9,79,11.11111111111111,False,109,skyblue,40
239,1,9,79,11.11111111111111,False,110,skyblue,40
182,1,9,79,11.11111111111111,False,111,skyblue,40
186,1,9,79,11.11111111111111,False,112,skyblue,40
189,1,9,79,11.11111111111111,False,113,skyblue,40
306,1,9,79,11.11111111111111,False,114,skyblue,40
52,1,9,79,11.11111111111111,False,115,skyblue,40
206,1,9,79,11.11111111111111,False,116,skyblue,40
223,1,9,79,11.11111111111111,False,117,skyblue,40
