labcode,count_2023,rank_2023,is_special,special_type,x,color,size
272,22,61,False,normal,75,skyblue,10
125,21,77,False,normal,76,skyblue,10
299,21,77,False,normal,77,skyblue,10
96,21,77,False,normal,78,skyblue,10
14,21,77,False,normal,79,skyblue,10
201,21,77,False,normal,80,skyblue,10
90,21,77,False,normal,81,skyblue,10
296,21,77,False,normal,82,skyblue,10
166,21,77,False,normal,83,skyblue,10
167,21,77,False,normal,84,skyblue,10
31,21,77,False,normal,85,skyblue,10
174,21,77,False,normal,86,skyblue,10
298,21,77,False,normal,87,skyblue,10
333,20,89,False,normal,88,skyblue,10
2,20,89,False,normal,89,skyblue,10
35,20,89,False,normal,90,skyblue,10
294,20,89,False,normal,91,skyblue,10
22,20,89,False,normal,92,skyblue,10
154,20,89,False,normal,93,skyblue,10
240,20,89,False,normal,94,skyblue,10
44,20,89,False,normal,95,skyblue,10
241,20,89,False,normal,96,skyblue,10
183,20,89,False,normal,97,skyblue,10
12,20,89,False,normal,98,skyblue,10
275,20,89,False,normal,99,skyblue,10
260,20,89,False,normal,100,skyblue,10
225,20,89,False,normal,101,skyblue,10
170,20,89,False,normal,102,skyblue,10
129,20,89,False,normal,103,skyblue,10
224,19,105,False,normal,104,skyblue,10
293,19,105,False,normal,105,skyblue,10
6,19,105,False,normal,106,skyblue,10
28,19,105,False,normal,107,skyblue,10
205,19,105,False,normal,108,skyblue,10
182,19,105,False,normal,109,skyblue,10
97,19,105,False,normal,110,skyblue,10
39,19,105,False,normal,111,skyblue,10
302,19,105,False,normal,112,skyblue,10
93,19,105,False,normal,113,skyblue,10
315,18,115,False,normal,114,skyblue,10
258,18,115,False,normal,115,skyblue,10
131,18,115,False,normal,116,skyblue,10
300,18,115,False,normal,117,skyblue,10
81,18,115,False,normal,118,skyblue,10
317,18,115,False,normal,119,skyblue,10
120,18,115,False,normal,120,skyblue,10
110,18,115,False,normal,121,skyblue,10
30,18,115,False,normal,122,skyblue,10
301,18,115,False,normal,123,skyblue,10
198,18,115,False,normal,124,skyblue,10
87,18,115,False,normal,125,skyblue,10
21,18,115,False,normal,126,skyblue,10
328,18,115,False,normal,127,skyblue,10
52,18,115,False,normal,128,skyblue,10
40,17,130,False,normal,129,skyblue,10
259,17,130,False,normal,130,skyblue,10
38,17,130,False,normal,131,skyblue,10
141,17,130,False,normal,132,skyblue,10
86,17,130,False,normal,133,skyblue,10
271,17,130,False,normal,134,skyblue,10
262,17,130,False,normal,135,skyblue,10
342,17,130,False,normal,136,skyblue,10
197,17,130,False,normal,137,skyblue,10
105,17,130,False,normal,138,skyblue,10
118,17,130,False,normal,139,skyblue,10
55,16,141,False,normal,140,skyblue,10
23,16,141,False,normal,141,skyblue,10
156,16,141,False,normal,142,skyblue,10
209,16,141,False,normal,143,skyblue,10
176,16,141,False,normal,144,skyblue,10
214,16,141,False,normal,145,skyblue,10
5,16,141,False,normal,146,skyblue,10
190,16,141,False,normal,147,skyblue,10
107,16,141,False,normal,148,skyblue,10
122,16,141,False,normal,149,skyblue,10
341,16,141,False,normal,150,skyblue,10
71,16,141,False,normal,151,skyblue,10
10,16,141,False,normal,152,skyblue,10
249,16,141,False,normal,153,skyblue,10
178,16,141,False,normal,154,skyblue,10
172,16,141,False,normal,155,skyblue,10
70,16,141,False,normal,156,skyblue,10
171,16,141,False,normal,157,skyblue,10
83,15,159,False,normal,158,skyblue,10
26,15,159,False,normal,159,skyblue,10
251,15,159,False,normal,160,skyblue,10
134,15,159,False,normal,161,skyblue,10
37,15,159,False,normal,162,skyblue,10
73,15,159,False,normal,163,skyblue,10
221,15,159,False,normal,164,skyblue,10
228,15,159,False,normal,165,skyblue,10
13,15,159,False,normal,166,skyblue,10
204,15,159,False,normal,167,skyblue,10
264,15,159,False,normal,168,skyblue,10
132,15,159,False,normal,169,skyblue,10
142,15,159,False,normal,170,skyblue,10
290,15,159,False,normal,171,skyblue,10
304,14,173,False,normal,172,skyblue,10
246,14,173,False,normal,173,skyblue,10
230,14,173,False,normal,174,skyblue,10
147,14,173,False,normal,175,skyblue,10
322,14,173,False,normal,176,skyblue,10
162,14,173,False,normal,177,skyblue,10
181,14,173,False,normal,178,skyblue,10
106,14,173,False,normal,179,skyblue,10
159,14,173,False,normal,180,skyblue,10
344,14,173,False,normal,181,skyblue,10
153,14,173,False,normal,182,skyblue,10
306,14,173,False,normal,183,skyblue,10
261,14,173,False,normal,184,skyblue,10
226,14,173,False,normal,185,skyblue,10
217,14,173,False,normal,186,skyblue,10
161,14,173,False,normal,187,skyblue,10
84,14,173,False,normal,188,skyblue,10
82,14,173,False,normal,189,skyblue,10
36,14,173,False,normal,190,skyblue,10
200,13,192,False,normal,191,skyblue,10
53,13,192,False,normal,192,skyblue,10
305,13,192,False,normal,193,skyblue,10
51,13,192,False,normal,194,skyblue,10
179,13,192,False,normal,195,skyblue,10
195,13,192,False,normal,196,skyblue,10
215,13,192,False,normal,197,skyblue,10
4,13,192,False,normal,198,skyblue,10
196,13,192,False,normal,199,skyblue,10
48,13,192,False,normal,200,skyblue,10
291,13,192,False,normal,201,skyblue,10
243,13,192,False,normal,202,skyblue,10
115,13,192,False,normal,203,skyblue,10
124,13,192,False,normal,204,skyblue,10
74,13,192,False,normal,205,skyblue,10
18,13,192,False,normal,206,skyblue,10
169,12,208,False,normal,207,skyblue,10
273,12,208,False,normal,208,skyblue,10
16,12,208,False,normal,209,skyblue,10
239,12,208,False,normal,210,skyblue,10
319,12,208,False,normal,211,skyblue,10
77,12,208,False,normal,212,skyblue,10
95,12,208,False,normal,213,skyblue,10
168,12,208,False,normal,214,skyblue,10
114,12,208,False,normal,215,skyblue,10
314,12,208,False,normal,216,skyblue,10
137,12,208,False,normal,217,skyblue,10
295,12,208,False,normal,218,skyblue,10
203,12,208,False,normal,219,skyblue,10
244,12,208,False,normal,220,skyblue,10
288,11,222,False,normal,221,skyblue,10
62,11,222,False,normal,222,skyblue,10
32,11,222,False,normal,223,skyblue,10
286,11,222,False,normal,224,skyblue,10
160,11,222,False,normal,225,skyblue,10
193,11,222,False,normal,226,skyblue,10
50,11,222,False,normal,227,skyblue,10
303,11,222,False,normal,228,skyblue,10
309,11,222,False,normal,229,skyblue,10
98,11,222,False,normal,230,skyblue,10
108,11,222,False,normal,231,skyblue,10
308,10,233,False,normal,232,skyblue,10
45,10,233,False,normal,233,skyblue,10
152,10,233,False,normal,234,skyblue,10
127,10,233,False,normal,235,skyblue,10
234,10,233,False,normal,236,skyblue,10
335,10,233,False,normal,237,skyblue,10
321,10,233,False,normal,238,skyblue,10
316,10,233,False,normal,239,skyblue,10
49,10,233,False,normal,240,skyblue,10
343,10,233,False,normal,241,skyblue,10
60,10,233,False,normal,242,skyblue,10
266,10,233,False,normal,243,skyblue,10
136,10,233,False,normal,244,skyblue,10
227,10,233,False,normal,245,skyblue,10
163,9,247,False,normal,246,skyblue,10
3,9,247,False,normal,247,skyblue,10
323,9,247,False,normal,248,skyblue,10
283,9,247,False,normal,249,skyblue,10
15,9,247,False,normal,250,skyblue,10
318,9,247,False,normal,251,skyblue,10
64,9,247,False,normal,252,skyblue,10
65,9,247,False,normal,253,skyblue,10
94,9,247,False,normal,254,skyblue,10
337,9,247,False,normal,255,skyblue,10
329,9,247,False,normal,256,skyblue,10
207,9,247,False,normal,257,skyblue,10
148,9,247,False,normal,258,skyblue,10
257,8,260,False,normal,259,skyblue,10
282,8,260,False,normal,260,skyblue,10
336,8,260,False,normal,261,skyblue,10
7,8,260,False,normal,262,skyblue,10
91,8,260,False,normal,263,skyblue,10
20,8,260,False,normal,264,skyblue,10
236,8,260,False,normal,265,skyblue,10
327,8,260,False,normal,266,skyblue,10
128,8,260,False,normal,267,skyblue,10
311,8,260,False,normal,268,skyblue,10
101,8,260,False,normal,269,skyblue,10
56,8,260,False,normal,270,skyblue,10
213,8,260,False,normal,271,skyblue,10
8,8,260,False,normal,272,skyblue,10
255,7,274,False,normal,273,skyblue,10
292,7,274,False,normal,274,skyblue,10
237,7,274,False,normal,275,skyblue,10
285,7,274,False,normal,276,skyblue,10
331,7,274,False,normal,277,skyblue,10
254,7,274,False,normal,278,skyblue,10
164,7,274,False,normal,279,skyblue,10
80,7,274,False,normal,280,skyblue,10
252,7,274,False,normal,281,skyblue,10
287,7,274,False,normal,282,skyblue,10
231,7,274,False,normal,283,skyblue,10
92,7,274,False,normal,284,skyblue,10
284,6,286,False,normal,285,skyblue,10
116,6,286,False,normal,286,skyblue,10
313,6,286,False,normal,287,skyblue,10
219,6,286,False,normal,288,skyblue,10
310,6,286,False,normal,289,skyblue,10
187,6,286,False,normal,290,skyblue,10
192,6,286,False,normal,291,skyblue,10
175,6,286,False,normal,292,skyblue,10
150,5,294,False,normal,293,skyblue,10
256,5,294,False,normal,294,skyblue,10
269,5,294,False,normal,295,skyblue,10
177,5,294,False,normal,296,skyblue,10
274,5,294,False,normal,297,skyblue,10
59,5,294,False,normal,298,skyblue,10
139,5,294,False,normal,299,skyblue,10
76,5,294,False,normal,300,skyblue,10
338,5,294,False,normal,301,skyblue,10
250,4,303,False,normal,302,skyblue,10
229,4,303,False,normal,303,skyblue,10
345,4,303,False,normal,304,skyblue,10
78,4,303,False,normal,305,skyblue,10
24,4,303,False,normal,306,skyblue,10
340,4,303,False,normal,307,skyblue,10
211,4,303,False,normal,308,skyblue,10
276,4,303,False,normal,309,skyblue,10
265,4,303,False,normal,310,skyblue,10
100,3,312,False,normal,311,skyblue,10
111,3,312,False,normal,312,skyblue,10
289,2,314,False,normal,313,skyblue,10
117,2,314,False,normal,314,skyblue,10
312,2,314,False,normal,315,skyblue,10
61,1,317,False,normal,316,skyblue,10
267,1,317,False,normal,317,skyblue,10
280,1,317,False,normal,318,skyblue,10
