labcode,count_2022,rank_2022,is_special,special_type,x,color,size
273,9,208,False,normal,220,skyblue,10
166,9,208,False,normal,221,skyblue,10
244,8,223,False,normal,222,skyblue,10
179,8,223,False,normal,223,skyblue,10
152,8,223,False,normal,224,skyblue,10
237,8,223,False,normal,225,skyblue,10
145,8,223,False,normal,226,skyblue,10
125,8,223,False,normal,227,skyblue,10
167,8,223,False,normal,228,skyblue,10
122,8,223,False,normal,229,skyblue,10
182,8,223,False,normal,230,skyblue,10
263,8,223,False,normal,231,skyblue,10
189,8,223,False,normal,232,skyblue,10
274,8,223,False,normal,233,skyblue,10
277,8,223,False,normal,234,skyblue,10
100,8,223,False,normal,235,skyblue,10
1,8,223,False,normal,236,skyblue,10
206,8,223,False,normal,237,skyblue,10
35,8,223,False,normal,238,skyblue,10
304,7,240,False,normal,239,skyblue,10
104,7,240,False,normal,240,skyblue,10
287,7,240,False,normal,241,skyblue,10
292,7,240,False,normal,242,skyblue,10
55,7,240,False,normal,243,skyblue,10
11,7,240,False,normal,244,skyblue,10
30,7,240,False,normal,245,skyblue,10
91,7,240,False,normal,246,skyblue,10
249,7,240,False,normal,247,skyblue,10
256,7,240,False,normal,248,skyblue,10
215,7,240,False,normal,249,skyblue,10
197,7,240,False,normal,250,skyblue,10
63,7,240,False,normal,251,skyblue,10
46,7,240,False,normal,252,skyblue,10
242,7,240,False,normal,253,skyblue,10
89,6,255,False,normal,254,skyblue,10
307,6,255,False,normal,255,skyblue,10
102,6,255,False,normal,256,skyblue,10
205,6,255,False,normal,257,skyblue,10
225,6,255,False,normal,258,skyblue,10
208,6,255,False,normal,259,skyblue,10
193,6,255,False,normal,260,skyblue,10
288,5,262,False,normal,261,skyblue,10
85,5,262,False,normal,262,skyblue,10
185,5,262,False,normal,263,skyblue,10
209,5,262,False,normal,264,skyblue,10
77,5,262,False,normal,265,skyblue,10
66,4,267,False,normal,266,skyblue,10
141,4,267,False,normal,267,skyblue,10
176,3,269,False,normal,268,skyblue,10
500,3,269,False,normal,269,skyblue,10
181,2,271,False,normal,270,skyblue,10
260,2,271,False,normal,271,skyblue,10
280,2,271,False,normal,272,skyblue,10
44,2,271,False,normal,273,skyblue,10
308,2,271,False,normal,274,skyblue,10
236,2,271,False,normal,275,skyblue,10
254,1,277,False,normal,276,skyblue,10
