labcode,a_count_2024,total_count_2024,a_rate_2024,rank_2024,is_special,special_type,x,color,size
287,37,38,97.36842105263158,1,False,normal,0,skyblue,10
43,36,37,97.2972972972973,2,False,normal,1,skyblue,10
310,35,35,100.0,3,False,normal,2,skyblue,10
39,35,35,100.0,3,False,normal,3,skyblue,10
301,35,36,97.22222222222221,3,False,normal,4,skyblue,10
184,35,37,94.5945945945946,3,False,normal,5,skyblue,10
53,34,35,97.14285714285714,7,False,normal,6,skyblue,10
116,34,38,89.47368421052632,7,False,normal,7,skyblue,10
82,34,34,100.0,7,False,normal,8,skyblue,10
354,34,36,94.44444444444444,7,False,normal,9,skyblue,10
21,34,36,94.44444444444444,7,False,normal,10,skyblue,10
33,34,34,100.0,7,False,normal,11,skyblue,10
74,34,34,100.0,7,False,normal,12,skyblue,10
195,33,33,100.0,14,False,normal,13,skyblue,10
5,32,32,100.0,15,True,year_special,14,orange,60
313,32,32,100.0,15,False,normal,15,skyblue,10
418,32,35,91.42857142857143,15,False,normal,16,skyblue,10
446,32,32,100.0,15,False,normal,17,skyblue,10
160,31,39,79.48717948717949,19,False,normal,18,skyblue,10
178,31,33,93.93939393939394,19,False,normal,19,skyblue,10
152,31,32,96.875,19,False,normal,20,skyblue,10
22,31,31,100.0,19,False,normal,21,skyblue,10
315,31,33,93.93939393939394,19,False,normal,22,skyblue,10
210,31,33,93.93939393939394,19,False,normal,23,skyblue,10
346,30,31,96.7741935483871,25,False,normal,24,skyblue,10
209,30,34,88.23529411764706,25,False,normal,25,skyblue,10
176,30,35,85.71428571428571,25,False,normal,26,skyblue,10
347,30,31,96.7741935483871,25,False,normal,27,skyblue,10
3,29,29,100.0,29,False,normal,28,skyblue,10
151,29,32,90.625,29,False,normal,29,skyblue,10
419,29,29,100.0,29,False,normal,30,skyblue,10
345,29,34,85.29411764705883,29,False,normal,31,skyblue,10
397,29,37,78.37837837837837,29,False,normal,32,skyblue,10
344,29,35,82.85714285714286,29,False,normal,33,skyblue,10
338,29,29,100.0,29,False,normal,34,skyblue,10
226,29,32,90.625,29,False,normal,35,skyblue,10
16,29,30,96.66666666666667,29,False,normal,36,skyblue,10
148,28,38,73.68421052631578,38,False,normal,37,skyblue,10
188,28,31,90.32258064516128,38,False,normal,38,skyblue,10
308,28,28,100.0,38,False,normal,39,skyblue,10
37,28,30,93.33333333333333,38,False,normal,40,skyblue,10
40,27,29,93.10344827586206,42,False,normal,41,skyblue,10
62,27,30,90.0,42,False,normal,42,skyblue,10
162,27,30,90.0,42,False,normal,43,skyblue,10
263,27,27,100.0,42,False,normal,44,skyblue,10
303,27,28,96.42857142857143,42,False,normal,45,skyblue,10
268,27,29,93.10344827586206,42,False,normal,46,skyblue,10
270,26,30,86.66666666666667,48,False,normal,47,skyblue,10
328,26,31,83.87096774193549,48,False,normal,48,skyblue,10
334,26,32,81.25,48,False,normal,49,skyblue,10
224,26,38,68.42105263157895,48,False,normal,50,skyblue,10
274,26,29,89.65517241379311,48,False,normal,51,skyblue,10
207,26,27,96.29629629629629,48,False,normal,52,skyblue,10
218,26,32,81.25,48,False,normal,53,skyblue,10
219,26,32,81.25,48,False,normal,54,skyblue,10
167,26,26,100.0,48,False,normal,55,skyblue,10
150,26,36,72.22222222222221,48,False,normal,56,skyblue,10
122,26,26,100.0,48,False,normal,57,skyblue,10
100,26,28,92.85714285714286,48,False,normal,58,skyblue,10
140,26,29,89.65517241379311,48,False,normal,59,skyblue,10
108,25,31,80.64516129032258,61,False,normal,60,skyblue,10
113,25,28,89.28571428571429,61,False,normal,61,skyblue,10
129,25,25,100.0,61,False,normal,62,skyblue,10
234,25,28,89.28571428571429,61,False,normal,63,skyblue,10
68,25,31,80.64516129032258,61,False,normal,64,skyblue,10
196,25,32,78.125,61,False,normal,65,skyblue,10
269,25,37,67.56756756756756,61,False,normal,66,skyblue,10
245,25,28,89.28571428571429,61,False,normal,67,skyblue,10
415,25,29,86.20689655172413,61,False,normal,68,skyblue,10
44,25,29,86.20689655172413,61,False,normal,69,skyblue,10
443,25,32,78.125,61,False,normal,70,skyblue,10
358,25,25,100.0,61,False,normal,71,skyblue,10
87,25,27,92.5925925925926,61,False,normal,72,skyblue,10
41,24,24,100.0,74,False,normal,73,skyblue,10
306,24,32,75.0,74,False,normal,74,skyblue,10
156,24,28,85.71428571428571,74,False,normal,75,skyblue,10
28,24,24,100.0,74,False,normal,76,skyblue,10
56,24,33,72.72727272727273,74,False,normal,77,skyblue,10
199,24,24,100.0,74,False,normal,78,skyblue,10
133,24,31,77.41935483870968,74,False,normal,79,skyblue,10
138,24,27,88.88888888888889,74,False,normal,80,skyblue,10
70,24,27,88.88888888888889,74,False,normal,81,skyblue,10
275,24,29,82.75862068965517,74,False,normal,82,skyblue,10
487,24,24,100.0,74,False,normal,83,skyblue,10
407,24,25,96.0,74,False,normal,84,skyblue,10
