labcode,count_2025,rank_2025,is_special,special_type,x,color,size
52,37,1,False,normal,0,skyblue,10
128,36,2,False,normal,1,skyblue,10
537,36,2,False,normal,2,skyblue,10
15,35,4,True,year_special,3,orange,60
491,34,5,False,normal,4,skyblue,10
276,34,5,False,normal,5,skyblue,10
159,34,5,False,normal,6,skyblue,10
25,33,8,False,normal,7,skyblue,10
191,33,8,False,normal,8,skyblue,10
19,32,10,False,normal,9,skyblue,10
71,32,10,False,normal,10,skyblue,10
319,32,10,False,normal,11,skyblue,10
315,32,10,False,normal,12,skyblue,10
58,32,10,False,normal,13,skyblue,10
433,31,15,False,normal,14,skyblue,10
414,31,15,False,normal,15,skyblue,10
90,31,15,False,normal,16,skyblue,10
341,31,15,False,normal,17,skyblue,10
313,30,19,False,normal,18,skyblue,10
204,30,19,False,normal,19,skyblue,10
371,30,19,False,normal,20,skyblue,10
55,29,22,False,normal,21,skyblue,10
393,29,22,False,normal,22,skyblue,10
527,29,22,False,normal,23,skyblue,10
516,29,22,False,normal,24,skyblue,10
156,29,22,False,normal,25,skyblue,10
347,29,22,False,normal,26,skyblue,10
63,29,22,False,normal,27,skyblue,10
348,28,29,False,normal,28,skyblue,10
287,28,29,False,normal,29,skyblue,10
344,28,29,False,normal,30,skyblue,10
110,28,29,False,normal,31,skyblue,10
410,28,29,False,normal,32,skyblue,10
286,27,34,False,normal,33,skyblue,10
133,27,34,False,normal,34,skyblue,10
402,27,34,False,normal,35,skyblue,10
379,27,34,False,normal,36,skyblue,10
81,27,34,False,normal,37,skyblue,10
170,27,34,False,normal,38,skyblue,10
72,27,34,False,normal,39,skyblue,10
119,26,41,False,normal,40,skyblue,10
283,26,41,False,normal,41,skyblue,10
463,26,41,False,normal,42,skyblue,10
78,26,41,False,normal,43,skyblue,10
408,26,41,False,normal,44,skyblue,10
187,26,41,False,normal,45,skyblue,10
533,26,41,False,normal,46,skyblue,10
65,26,41,False,normal,47,skyblue,10
443,26,41,False,normal,48,skyblue,10
166,26,41,False,normal,49,skyblue,10
150,26,41,False,normal,50,skyblue,10
384,26,41,False,normal,51,skyblue,10
53,26,41,False,normal,52,skyblue,10
382,26,41,False,normal,53,skyblue,10
555,26,41,False,normal,54,skyblue,10
49,26,41,False,normal,55,skyblue,10
66,26,41,False,normal,56,skyblue,10
303,26,41,False,normal,57,skyblue,10
291,26,41,False,normal,58,skyblue,10
483,25,60,False,normal,59,skyblue,10
232,25,60,False,normal,60,skyblue,10
278,25,60,False,normal,61,skyblue,10
34,25,60,False,normal,62,skyblue,10
370,25,60,False,normal,63,skyblue,10
60,25,60,False,normal,64,skyblue,10
38,25,60,False,normal,65,skyblue,10
21,25,60,False,normal,66,skyblue,10
441,25,60,False,normal,67,skyblue,10
249,25,60,False,normal,68,skyblue,10
230,25,60,False,normal,69,skyblue,10
355,25,60,False,normal,70,skyblue,10
262,25,60,False,normal,71,skyblue,10
2,25,60,False,normal,72,skyblue,10
484,24,74,False,normal,73,skyblue,10
114,24,74,False,normal,74,skyblue,10
445,24,74,False,normal,75,skyblue,10
508,24,74,False,normal,76,skyblue,10
217,24,74,False,normal,77,skyblue,10
124,24,74,False,normal,78,skyblue,10
403,24,74,False,normal,79,skyblue,10
304,24,74,False,normal,80,skyblue,10
165,24,74,False,normal,81,skyblue,10
175,24,74,False,normal,82,skyblue,10
32,23,84,False,normal,83,skyblue,10
97,23,84,False,normal,84,skyblue,10
79,23,84,False,normal,85,skyblue,10
208,23,84,False,normal,86,skyblue,10
412,23,84,False,normal,87,skyblue,10
155,23,84,False,normal,88,skyblue,10
213,23,84,False,normal,89,skyblue,10
242,23,84,False,normal,90,skyblue,10
312,23,84,False,normal,91,skyblue,10
31,23,84,False,normal,92,skyblue,10
311,23,84,False,normal,93,skyblue,10
152,23,84,False,normal,94,skyblue,10
113,23,84,False,normal,95,skyblue,10
437,23,84,False,normal,96,skyblue,10
218,23,84,False,normal,97,skyblue,10
178,23,84,False,normal,98,skyblue,10
41,23,84,False,normal,99,skyblue,10
258,23,84,False,normal,100,skyblue,10
179,23,84,False,normal,101,skyblue,10
69,22,103,False,normal,102,skyblue,10
395,22,103,False,normal,103,skyblue,10
288,22,103,False,normal,104,skyblue,10
299,22,103,False,normal,105,skyblue,10
161,22,103,False,normal,106,skyblue,10
405,22,103,False,normal,107,skyblue,10
452,22,103,False,normal,108,skyblue,10
207,22,103,False,normal,109,skyblue,10
446,22,103,False,normal,110,skyblue,10
220,22,103,False,normal,111,skyblue,10
401,22,103,False,normal,112,skyblue,10
326,22,103,False,normal,113,skyblue,10
267,21,115,False,normal,114,skyblue,10
94,21,115,False,normal,115,skyblue,10
421,21,115,False,normal,116,skyblue,10
272,21,115,False,normal,117,skyblue,10
398,21,115,False,normal,118,skyblue,10
100,21,115,False,normal,119,skyblue,10
314,21,115,False,normal,120,skyblue,10
428,21,115,False,normal,121,skyblue,10
338,21,115,False,normal,122,skyblue,10
528,21,115,False,normal,123,skyblue,10
205,21,115,False,normal,124,skyblue,10
197,21,115,False,normal,125,skyblue,10
532,21,115,False,normal,126,skyblue,10
261,21,115,False,normal,127,skyblue,10
83,21,115,False,normal,128,skyblue,10
268,21,115,False,normal,129,skyblue,10
462,21,115,False,normal,130,skyblue,10
11,21,115,False,normal,131,skyblue,10
417,21,115,False,normal,132,skyblue,10
13,21,115,False,normal,133,skyblue,10
293,21,115,False,normal,134,skyblue,10
357,20,136,False,normal,135,skyblue,10
364,20,136,False,normal,136,skyblue,10
281,20,136,False,normal,137,skyblue,10
295,20,136,False,normal,138,skyblue,10
235,20,136,False,normal,139,skyblue,10
536,20,136,False,normal,140,skyblue,10
28,20,136,False,normal,141,skyblue,10
42,20,136,False,normal,142,skyblue,10
203,20,136,False,normal,143,skyblue,10
290,20,136,False,normal,144,skyblue,10
181,20,136,False,normal,145,skyblue,10
475,20,136,False,normal,146,skyblue,10
523,20,136,False,normal,147,skyblue,10
391,20,136,False,normal,148,skyblue,10
140,20,136,False,normal,149,skyblue,10
226,20,136,False,normal,150,skyblue,10
260,20,136,False,normal,151,skyblue,10
525,20,136,False,normal,152,skyblue,10
