labcode,count_2022,rank_2022,is_special,special_type,x,color,size
14,37,1,False,normal,0,skyblue,10
214,35,2,False,normal,1,skyblue,10
247,34,3,False,normal,2,skyblue,10
217,33,4,False,normal,3,skyblue,10
24,32,5,False,normal,4,skyblue,10
83,30,6,False,normal,5,skyblue,10
312,30,6,False,normal,6,skyblue,10
8,29,8,True,year_special,7,green,60
13,29,8,False,normal,8,skyblue,10
49,28,10,False,normal,9,skyblue,10
7,28,10,False,normal,10,skyblue,10
221,27,12,False,normal,11,skyblue,10
68,27,12,False,normal,12,skyblue,10
52,27,12,False,normal,13,skyblue,10
272,27,12,False,normal,14,skyblue,10
216,27,12,False,normal,15,skyblue,10
47,26,17,False,normal,16,skyblue,10
239,26,17,False,normal,17,skyblue,10
50,26,17,False,normal,18,skyblue,10
309,26,17,False,normal,19,skyblue,10
230,26,17,False,normal,20,skyblue,10
220,25,22,False,normal,21,skyblue,10
253,25,22,False,normal,22,skyblue,10
303,25,22,False,normal,23,skyblue,10
306,25,22,False,normal,24,skyblue,10
60,25,22,False,normal,25,skyblue,10
157,25,22,False,normal,26,skyblue,10
69,25,22,False,normal,27,skyblue,10
9,25,22,False,normal,28,skyblue,10
299,24,30,False,normal,29,skyblue,10
4,24,30,False,normal,30,skyblue,10
42,24,30,False,normal,31,skyblue,10
159,24,30,False,normal,32,skyblue,10
133,24,30,False,normal,33,skyblue,10
250,24,30,False,normal,34,skyblue,10
118,24,30,False,normal,35,skyblue,10
171,24,30,False,normal,36,skyblue,10
156,23,38,False,normal,37,skyblue,10
36,23,38,False,normal,38,skyblue,10
284,23,38,False,normal,39,skyblue,10
94,23,38,False,normal,40,skyblue,10
76,23,38,False,normal,41,skyblue,10
96,23,38,False,normal,42,skyblue,10
264,22,44,False,normal,43,skyblue,10
119,22,44,False,normal,44,skyblue,10
261,22,44,False,normal,45,skyblue,10
128,22,44,False,normal,46,skyblue,10
84,22,44,False,normal,47,skyblue,10
123,22,44,False,normal,48,skyblue,10
231,22,44,False,normal,49,skyblue,10
262,22,44,False,normal,50,skyblue,10
143,22,44,False,normal,51,skyblue,10
58,22,44,False,normal,52,skyblue,10
16,22,44,False,normal,53,skyblue,10
110,22,44,False,normal,54,skyblue,10
227,22,44,False,normal,55,skyblue,10
204,22,44,False,normal,56,skyblue,10
51,22,44,False,normal,57,skyblue,10
213,21,59,False,normal,58,skyblue,10
17,21,59,False,normal,59,skyblue,10
248,21,59,False,normal,60,skyblue,10
310,21,59,False,normal,61,skyblue,10
177,21,59,False,normal,62,skyblue,10
276,21,59,False,normal,63,skyblue,10
203,21,59,False,normal,64,skyblue,10
88,21,59,False,normal,65,skyblue,10
87,21,59,False,normal,66,skyblue,10
271,21,59,False,normal,67,skyblue,10
235,21,59,False,normal,68,skyblue,10
158,21,59,False,normal,69,skyblue,10
163,20,71,False,normal,70,skyblue,10
74,20,71,False,normal,71,skyblue,10
160,20,71,False,normal,72,skyblue,10
45,20,71,False,normal,73,skyblue,10
29,20,71,False,normal,74,skyblue,10
32,20,71,False,normal,75,skyblue,10
78,20,71,False,normal,76,skyblue,10
31,20,71,False,normal,77,skyblue,10
238,20,71,False,normal,78,skyblue,10
40,19,80,False,normal,79,skyblue,10
173,19,80,False,normal,80,skyblue,10
164,19,80,False,normal,81,skyblue,10
28,19,80,False,normal,82,skyblue,10
18,19,80,False,normal,83,skyblue,10
62,19,80,False,normal,84,skyblue,10
57,19,80,False,normal,85,skyblue,10
196,19,80,False,normal,86,skyblue,10
290,19,80,False,normal,87,skyblue,10
38,19,80,False,normal,88,skyblue,10
289,19,80,False,normal,89,skyblue,10
192,19,80,False,normal,90,skyblue,10
21,19,80,False,normal,91,skyblue,10
296,19,80,False,normal,92,skyblue,10
298,19,80,False,normal,93,skyblue,10
266,19,80,False,normal,94,skyblue,10
113,18,96,False,normal,95,skyblue,10
81,18,96,False,normal,96,skyblue,10
149,18,96,False,normal,97,skyblue,10
126,18,96,False,normal,98,skyblue,10
138,18,96,False,normal,99,skyblue,10
39,18,96,False,normal,100,skyblue,10
161,18,96,False,normal,101,skyblue,10
107,18,96,False,normal,102,skyblue,10
255,18,96,False,normal,103,skyblue,10
33,18,96,False,normal,104,skyblue,10
175,18,96,False,normal,105,skyblue,10
295,17,107,False,normal,106,skyblue,10
169,17,107,False,normal,107,skyblue,10
22,17,107,False,normal,108,skyblue,10
183,17,107,False,normal,109,skyblue,10
6,17,107,False,normal,110,skyblue,10
187,17,107,False,normal,111,skyblue,10
207,17,107,False,normal,112,skyblue,10
186,17,107,False,normal,113,skyblue,10
281,17,107,False,normal,114,skyblue,10
155,17,107,False,normal,115,skyblue,10
130,16,117,False,normal,116,skyblue,10
259,16,117,False,normal,117,skyblue,10
140,16,117,False,normal,118,skyblue,10
26,16,117,False,normal,119,skyblue,10
137,16,117,False,normal,120,skyblue,10
71,16,117,False,normal,121,skyblue,10
25,16,117,False,normal,122,skyblue,10
251,16,117,False,normal,123,skyblue,10
202,16,117,False,normal,124,skyblue,10
98,16,117,False,normal,125,skyblue,10
20,16,117,False,normal,126,skyblue,10
10,16,117,False,normal,127,skyblue,10
99,16,117,False,normal,128,skyblue,10
67,15,130,False,normal,129,skyblue,10
129,15,130,False,normal,130,skyblue,10
226,15,130,False,normal,131,skyblue,10
101,15,130,False,normal,132,skyblue,10
241,15,130,False,normal,133,skyblue,10
135,15,130,False,normal,134,skyblue,10
120,15,130,False,normal,135,skyblue,10
305,15,130,False,normal,136,skyblue,10
269,15,130,False,normal,137,skyblue,10
59,15,130,False,normal,138,skyblue,10
191,15,130,False,normal,139,skyblue,10
265,15,130,False,normal,140,skyblue,10
233,15,130,False,normal,141,skyblue,10
41,15,130,False,normal,142,skyblue,10
95,15,130,False,normal,143,skyblue,10
56,14,145,False,normal,144,skyblue,10
194,14,145,False,normal,145,skyblue,10
12,14,145,False,normal,146,skyblue,10
180,14,145,False,normal,147,skyblue,10
134,14,145,False,normal,148,skyblue,10
90,14,145,False,normal,149,skyblue,10
172,14,145,False,normal,150,skyblue,10
80,14,145,False,normal,151,skyblue,10
64,14,145,False,normal,152,skyblue,10
121,14,145,False,normal,153,skyblue,10
127,14,145,False,normal,154,skyblue,10
246,14,145,False,normal,155,skyblue,10
240,14,145,False,normal,156,skyblue,10
146,13,158,False,normal,157,skyblue,10
79,13,158,False,normal,158,skyblue,10
198,13,158,False,normal,159,skyblue,10
224,13,158,False,normal,160,skyblue,10
222,13,158,False,normal,161,skyblue,10
153,13,158,False,normal,162,skyblue,10
37,13,158,False,normal,163,skyblue,10
5,13,158,False,normal,164,skyblue,10
223,13,158,False,normal,165,skyblue,10
199,13,158,False,normal,166,skyblue,10
150,13,158,False,normal,167,skyblue,10
92,13,158,False,normal,168,skyblue,10
