labcode,count_2023,rank_2023,is_special,special_type,x,color,size
89,31,1,False,normal,0,skyblue,10
247,30,2,False,normal,1,skyblue,10
202,27,3,False,normal,2,skyblue,10
67,27,3,False,normal,3,skyblue,10
85,27,3,False,normal,4,skyblue,10
330,26,6,False,normal,5,skyblue,10
104,26,6,False,normal,6,skyblue,10
184,26,6,False,normal,7,skyblue,10
43,26,6,True,year_special,8,blue,60
135,25,10,False,normal,9,skyblue,10
186,24,11,False,normal,10,skyblue,10
102,24,11,False,normal,11,skyblue,10
57,24,11,False,normal,12,skyblue,10
248,24,11,False,normal,13,skyblue,10
268,24,11,False,normal,14,skyblue,10
1,24,11,False,normal,15,skyblue,10
270,24,11,False,normal,16,skyblue,10
199,23,18,False,normal,17,skyblue,10
54,23,18,False,normal,18,skyblue,10
126,23,18,False,normal,19,skyblue,10
185,23,18,False,normal,20,skyblue,10
112,23,18,False,normal,21,skyblue,10
188,23,18,False,normal,22,skyblue,10
145,23,18,False,normal,23,skyblue,10
173,23,18,False,normal,24,skyblue,10
245,23,18,False,normal,25,skyblue,10
307,23,18,False,normal,26,skyblue,10
79,22,28,False,normal,27,skyblue,10
27,22,28,False,normal,28,skyblue,10
47,22,28,False,normal,29,skyblue,10
75,22,28,False,normal,30,skyblue,10
11,22,28,False,normal,31,skyblue,10
123,22,28,False,normal,32,skyblue,10
119,22,28,False,normal,33,skyblue,10
189,22,28,False,normal,34,skyblue,10
72,22,28,False,normal,35,skyblue,10
334,21,37,False,normal,36,skyblue,10
272,21,37,False,normal,37,skyblue,10
210,21,37,False,normal,38,skyblue,10
149,21,37,False,normal,39,skyblue,10
133,21,37,False,normal,40,skyblue,10
167,21,37,False,normal,41,skyblue,10
157,21,37,False,normal,42,skyblue,10
46,21,37,False,normal,43,skyblue,10
19,21,37,False,normal,44,skyblue,10
279,20,46,False,normal,45,skyblue,10
25,20,46,False,normal,46,skyblue,10
68,20,46,False,normal,47,skyblue,10
201,20,46,False,normal,48,skyblue,10
225,20,46,False,normal,49,skyblue,10
155,20,46,False,normal,50,skyblue,10
263,20,46,False,normal,51,skyblue,10
235,20,46,False,normal,52,skyblue,10
44,20,46,False,normal,53,skyblue,10
35,20,46,False,normal,54,skyblue,10
296,20,46,False,normal,55,skyblue,10
130,20,46,False,normal,56,skyblue,10
232,20,46,False,normal,57,skyblue,10
180,19,59,False,normal,58,skyblue,10
39,19,59,False,normal,59,skyblue,10
6,19,59,False,normal,60,skyblue,10
140,19,59,False,normal,61,skyblue,10
206,19,59,False,normal,62,skyblue,10
223,19,59,False,normal,63,skyblue,10
97,19,59,False,normal,64,skyblue,10
333,19,59,False,normal,65,skyblue,10
42,19,59,False,normal,66,skyblue,10
34,19,59,False,normal,67,skyblue,10
