labcode,a_count_2025,total_count_2025,a_rate_2025,rank_2025,is_special,special_type,x,color,size
537,25,25,100.0,1,False,normal,0,skyblue,10
15,25,26,96.15384615384616,1,True,year_special,1,orange,60
191,25,26,96.15384615384616,1,False,normal,2,skyblue,10
128,24,26,92.3076923076923,4,False,normal,3,skyblue,10
443,23,24,95.83333333333334,5,False,normal,4,skyblue,10
52,23,28,82.14285714285714,5,False,normal,5,skyblue,10
90,22,22,100.0,7,False,normal,6,skyblue,10
166,22,23,95.65217391304348,7,False,normal,7,skyblue,10
159,22,26,84.61538461538461,7,False,normal,8,skyblue,10
516,22,22,100.0,7,False,normal,9,skyblue,10
371,22,23,95.65217391304348,7,False,normal,10,skyblue,10
527,22,22,100.0,7,False,normal,11,skyblue,10
25,22,22,100.0,7,False,normal,12,skyblue,10
230,21,22,95.45454545454545,14,False,normal,13,skyblue,10
38,21,25,84.0,14,False,normal,14,skyblue,10
208,20,20,100.0,16,False,normal,15,skyblue,10
65,20,21,95.23809523809523,16,False,normal,16,skyblue,10
347,20,22,90.9090909090909,16,False,normal,17,skyblue,10
110,20,21,95.23809523809523,16,False,normal,18,skyblue,10
42,20,20,100.0,16,False,normal,19,skyblue,10
402,20,21,95.23809523809523,16,False,normal,20,skyblue,10
315,20,23,86.95652173913044,16,False,normal,21,skyblue,10
187,20,21,95.23809523809523,16,False,normal,22,skyblue,10
152,20,22,90.9090909090909,16,False,normal,23,skyblue,10
19,19,24,79.16666666666666,25,False,normal,24,skyblue,10
156,19,21,90.47619047619048,25,False,normal,25,skyblue,10
114,19,20,95.0,25,False,normal,26,skyblue,10
393,19,22,86.36363636363636,25,False,normal,27,skyblue,10
161,19,19,100.0,25,False,normal,28,skyblue,10
276,19,23,82.6086956521739,25,False,normal,29,skyblue,10
66,19,19,100.0,25,False,normal,30,skyblue,10
319,19,22,86.36363636363636,25,False,normal,31,skyblue,10
58,19,24,79.16666666666666,25,False,normal,32,skyblue,10
63,19,21,90.47619047619048,25,False,normal,33,skyblue,10
204,18,22,81.81818181818183,35,False,normal,34,skyblue,10
