labcode,high_difficulty_count_2023,total_high_difficulty_projects_2023,high_difficulty_rank_2023,high_difficulty_rate_2023,is_special,x,color,size
281,3,10,53,30.0,False,138,skyblue,40
308,3,10,53,30.0,False,139,skyblue,40
309,3,10,53,30.0,False,140,skyblue,40
314,3,10,53,30.0,False,141,skyblue,40
328,3,10,53,30.0,False,142,skyblue,40
190,3,10,53,30.0,False,143,skyblue,40
197,3,10,53,30.0,False,144,skyblue,40
200,3,10,53,30.0,False,145,skyblue,40
204,3,10,53,30.0,False,146,skyblue,40
209,3,10,53,30.0,False,147,skyblue,40
217,3,10,53,30.0,False,148,skyblue,40
218,3,10,53,30.0,False,149,skyblue,40
221,3,10,53,30.0,False,150,skyblue,40
223,3,10,53,30.0,False,151,skyblue,40
226,3,10,53,30.0,False,152,skyblue,40
228,3,10,53,30.0,False,153,skyblue,40
230,3,10,53,30.0,False,154,skyblue,40
337,3,10,53,30.0,False,155,skyblue,40
333,3,10,53,30.0,False,156,skyblue,40
342,3,10,53,30.0,False,157,skyblue,40
306,3,10,53,30.0,False,158,skyblue,40
329,3,10,53,30.0,False,159,skyblue,40
302,3,10,53,30.0,False,160,skyblue,40
303,3,10,53,30.0,False,161,skyblue,40
334,2,10,163,20.0,False,162,skyblue,40
114,2,10,163,20.0,False,163,skyblue,40
127,2,10,163,20.0,False,164,skyblue,40
215,2,10,163,20.0,False,165,skyblue,40
72,2,10,163,20.0,False,166,skyblue,40
330,2,10,163,20.0,False,167,skyblue,40
171,2,10,163,20.0,False,168,skyblue,40
67,2,10,163,20.0,False,169,skyblue,40
144,2,10,163,20.0,False,170,skyblue,40
89,2,10,163,20.0,False,171,skyblue,40
149,1,10,173,10.0,False,172,skyblue,40
301,1,10,173,10.0,False,173,skyblue,40
102,1,10,173,10.0,False,174,skyblue,40
189,1,10,173,10.0,False,175,skyblue,40
344,1,10,173,10.0,False,176,skyblue,40
203,1,10,173,10.0,False,177,skyblue,40
186,1,10,173,10.0,False,178,skyblue,40
44,1,10,173,10.0,False,179,skyblue,40
35,1,10,173,10.0,False,180,skyblue,40
115,1,10,173,10.0,False,181,skyblue,40
37,1,10,173,10.0,False,182,skyblue,40
305,1,10,173,10.0,False,183,skyblue,40
214,1,10,173,10.0,False,184,skyblue,40
206,1,10,173,10.0,False,185,skyblue,40
63,1,10,173,10.0,False,186,skyblue,40
