labcode,bias_mean_2023,bias_variance_2023,bias_std_2023,n_projects_2023,total_participation_2023,rank_2023,is_special,special_type,x
186,12.587391304347829,330.7194279773158,18.185692947405546,23,23,165,False,normal,164
198,12.62857142857143,71.09678367346937,8.431890871771845,14,14,166,False,normal,165
295,12.629,196.065949,14.002355123335501,10,10,167,False,normal,166
217,12.695714285714285,235.2002244897959,15.336238929078926,14,14,168,False,normal,167
240,12.804736842105262,157.0498459833795,12.531952999567924,19,19,169,False,normal,168
259,12.942,440.40733600000004,20.98588420820052,15,15,170,False,normal,169
286,13.101818181818182,82.08097851239671,9.059855325136088,11,11,171,False,normal,170
124,13.185555555555556,23.993135802469137,4.898278861239848,9,9,172,False,normal,171
227,13.228888888888887,47.007632098765434,6.856211205816623,9,9,173,False,normal,172
163,13.32,910.130977777778,30.16837711541305,9,9,174,False,normal,173
182,13.501052631578947,631.3181567867038,25.126045386942685,19,19,175,False,normal,174
201,13.6225,524.0237812500001,22.89156572299064,16,16,176,False,normal,175
131,13.824285714285713,686.8537816326534,26.20789540639716,14,14,177,False,normal,176
15,13.886666666666665,207.43680000000003,14.402666419798802,9,9,178,False,normal,177
185,14.08608695652174,331.8276933837429,18.216138267584128,23,23,179,False,normal,178
85,14.11533333333333,243.03628488888893,15.589621063030652,30,30,180,False,normal,179
20,14.428749999999999,669.8759109375,25.881961110733087,8,8,181,False,normal,180
188,14.474210526315789,826.6986138504157,28.752367099952234,19,19,182,False,normal,181
116,14.801666666666664,69.42601388888889,8.33222742661822,6,6,183,False,normal,182
341,14.865714285714287,474.50066734693877,21.783036228839606,14,14,184,False,normal,183
46,14.964210526315789,682.2478980609417,26.119875536857784,19,19,185,False,normal,184
225,15.158125,227.260502734375,15.07516178136656,16,16,186,False,normal,185
213,15.225000000000001,227.91192499999997,15.096752134151238,8,8,187,False,normal,186
252,15.594285714285714,337.0620244897959,18.359249017587725,7,7,188,False,normal,187
181,15.706999999999999,1158.0596010000002,34.03027477115047,10,10,189,False,normal,188
83,15.926923076923078,213.84354437869825,14.623390317525491,13,13,190,False,normal,189
173,16.072400000000002,1454.5489222400001,38.13854903165562,25,25,191,False,normal,190
202,16.6747619047619,248.87693922902494,15.775834026416003,21,21,192,False,normal,191
308,16.75111111111111,299.40767654320985,17.303400721916194,9,9,193,False,normal,192
63,16.879565217391303,1256.2384215500947,35.443453860340625,23,23,194,False,normal,193
196,17.08555555555556,669.3267358024692,25.87134970971691,9,9,195,False,normal,194
287,17.517142857142858,248.0647918367347,15.750072756553688,7,7,196,False,normal,195
211,17.945,216.082625,14.69974914751949,4,4,197,False,normal,196
118,18.191176470588232,301.410892733564,17.361189266106283,17,17,198,False,normal,197
142,18.336666666666666,345.8432755555556,18.596861981408466,15,15,199,False,normal,198
27,18.37,1608.7896545454541,40.109720200288784,22,22,200,False,normal,199
38,18.64466666666667,868.5752248888889,29.471600310958497,15,15,201,False,normal,200
338,18.696,185.718504,13.627857645279393,5,5,202,False,normal,201
177,18.696,185.718504,13.627857645279393,5,5,202,False,normal,202
62,18.700000000000003,1406.671763636364,37.505623093562434,11,11,204,False,normal,203
251,18.766000000000002,943.8877973333333,30.722756994341072,15,15,205,False,normal,204
311,19.349999999999998,325.4070285714286,18.03904178639843,7,7,206,False,normal,205
281,19.418636363636367,1018.7920390495867,31.918521880713502,22,22,207,False,normal,206
223,19.502380952380953,399.9485133786847,19.998712793044575,21,21,208,False,normal,207
147,20.097,719.1928210000001,26.817770619497814,10,10,209,False,normal,208
97,20.39846153846154,427.3270899408284,20.671891300527594,13,13,210,False,normal,209
74,20.56363636363636,486.77745950413225,22.063033778339104,11,11,211,False,normal,210
58,20.65111111111111,1510.4078432098768,38.86396587084078,18,18,212,False,normal,211
31,20.85941176470588,611.5894761245675,24.730335139754324,17,17,213,False,normal,212
151,20.999499999999998,2691.5974047499994,51.88060721261847,20,20,214,False,normal,213
126,21.258095238095237,592.5993963718821,24.34336452448351,21,21,215,False,normal,214
263,21.75888888888889,1132.459398765432,33.652034095510956,18,18,216,False,normal,215
7,21.851249999999997,936.4637109374999,30.60169457624038,8,8,217,False,normal,216
153,21.946428571428573,2488.2368372448977,49.882229673952004,14,14,218,False,normal,217
157,22.967058823529413,946.207091349481,30.76047937450717,17,17,219,False,normal,218
307,23.061666666666667,1119.8883722222222,33.46473326088559,24,24,220,False,normal,219
42,23.21333333333334,1643.7013555555557,40.54258693714001,21,21,221,False,normal,220
